3.418020911256459682e-01,2.113260563402737935e-01,-1.782680475268917653e-01,8.981832394588270541e-01,1.080196044999999913e+03,2.061674071999999796e+03,2.345074951000000056e+03
3.455610347128171833e-01,2.574000258567348265e-01,-1.863840187229279799e-01,8.829460886950294407e-01,1.084291259999999966e+03,2.052804199000000153e+03,2.355169189000000188e+03
3.463969698063094627e-01,3.101239729680450585e-01,-1.782039844668504014e-01,8.672229244085170041e-01,1.089891845999999987e+03,2.043437500000000000e+03,2.364090332000000217e+03
3.360440245199572407e-01,3.603810262957430899e-01,-1.760710128472860458e-01,8.521730621800880368e-01,1.094224975999999970e+03,2.032934936999999991e+03,2.372171875000000000e+03
3.109148551308115738e-01,5.415047476886291067e-01,-1.676059219048769144e-01,7.628976445317398047e-01,1.113997802999999976e+03,1.999180297999999993e+03,2.402772461000000021e+03
1.857069199270003912e-01,3.386498539811567676e-01,4.360898119670534451e-02,9.213726027231075033e-01,1.235800780999999915e+03,2.059753662000000077e+03,2.250554688000000169e+03
2.340470921411986760e-01,3.521931386537113240e-01,2.428800956186336069e-02,9.058653566270320479e-01,1.209271117999999888e+03,2.059537842000000182e+03,2.261652587999999923e+03
2.622901007156148157e-01,3.516281350201311273e-01,5.987002298922520366e-03,8.986243450587846349e-01,1.189770874000000049e+03,2.057256104000000050e+03,2.267558837999999923e+03
2.789509640779523902e-01,3.429659558343903791e-01,-1.243499839867696563e-02,8.968868845029503989e-01,1.170584716999999955e+03,2.055347167999999783e+03,2.272601317999999992e+03
2.741690012462351667e-01,2.948820013403861129e-01,-5.473000024877522351e-02,9.137180041533051744e-01,1.158867432000000008e+03,2.053492188000000169e+03,2.274949462999999923e+03
3.385439737909421987e-01,6.101949527605390333e-01,-3.206799751739193571e-02,7.155569446037302050e-01,1.140174316000000090e+03,1.962503905999999915e+03,2.375966064000000188e+03
2.932768813379982298e-01,6.162297506688716453e-01,-1.983099197623353765e-02,7.306547043716864476e-01,1.170336547999999993e+03,1.965983643000000029e+03,2.375430175999999847e+03
2.586160156632087981e-01,6.220970376776192579e-01,-1.410200085409475321e-02,7.388600447494293455e-01,1.194094726999999921e+03,1.970357299999999896e+03,2.371498535000000174e+03
