-2.900340293476877385e-01,9.238865516488862228e-01,-5.701732939538124018e-02,2.430286519143233515e-01,6.075008969161061856e+01,4.468783537524677172e+02,1.629872514917709395e+03
-2.870088172478655331e-01,9.098155115235225798e-01,-4.867378048695644027e-02,2.957913739551571997e-01,-9.047651847920494106e+01,3.829418452027186390e+02,1.627138044682161535e+03
-2.670257391670572411e-01,9.111438498881343495e-01,-6.295844133173369994e-02,3.074904455400105374e-01,-2.211469634491170098e+02,3.349083610070179020e+02,1.654986497725033360e+03
-2.368375952559430564e-01,8.941617202290511601e-01,-6.751738017928560209e-02,3.739307087203882496e-01,-3.628518260859829638e+02,2.261776246603962761e+02,1.634792533964926861e+03
-1.828912543167650617e-01,9.034629473423303470e-01,-4.683189279723084381e-02,3.848535639577457257e-01,-4.025333032805082212e+02,1.479837934943631979e+02,1.623100561909166800e+03
-1.518120924750496203e-01,8.923042144317415714e-01,-4.559004425552024703e-02,4.226911701827695822e-01,-5.388789558943077509e+02,3.883756974179541999e+01,1.601034749104033153e+03
-1.292807159220555058e-01,8.756019566652847308e-01,-1.603914953480879008e-02,4.651348789940457640e-01,-5.743743914903025143e+02,-3.052679092905115965e+01,1.534692794324781744e+03
-1.209945503673118816e-01,8.727828199764009476e-01,3.734641740868399964e-03,4.728599373879335266e-01,-6.034184704588386694e+02,-9.334908597577972955e+01,1.537297279899081559e+03
-1.173531790933124985e-01,8.733308503829686487e-01,1.178926716210108687e-02,4.726335475882286197e-01,-6.134077723823180577e+02,-1.455711292182139118e+02,1.522513082676827253e+03
-1.113660101575599387e-01,8.743564863954343958e-01,1.948264843063236482e-02,4.719308984268197338e-01,-6.230158398751103732e+02,-1.775599984564304066e+02,1.530543032694446765e+03
-1.015629616702287963e-01,8.654455062745017857e-01,3.985478617171454158e-02,4.889791779874168576e-01,-6.566355109146879840e+02,-2.538688887537983589e+02,1.506666223430920809e+03
