time,roll_rad,pitch_rad,yaw_rad,roll_deg,pitch_deg,yaw_deg
0.008333,-0.007472309347850814,0.18066909358178118,-0.04383445006872577,-0.4281317888480042,10.35157655069017,-2.511528986214928
0.016667,-0.0029079351514011975,0.181834586137124,-0.043501087319685716,-0.16661241127302467,10.418354355165231,-2.4924287076480542
0.025,0.0006523428328542025,0.18285118851394544,-0.043208239498130574,0.0373764911181539,10.47660138080007,-2.4756497634333443
0.033333,0.0017511349213217287,0.18401567539534036,-0.04232734897770918,0.10033264034970853,10.54332156440235,-2.4251784544001156
0.041667,-0.0012612388532264873,0.18406183223194383,-0.04200068994608941,-0.07226366324779762,10.545966156335403,-2.4064622705484724
0.05,-0.003101464396727316,0.18347707659045653,-0.042222777806481204,-0.17770082024256317,10.512462126031716,-2.419186967630013
0.058333,-0.003678744178105653,0.18358758100142625,-0.04229240762397524,-0.21077651531377672,10.51879356239786,-2.423176462300687
0.066667,-0.0003441315487551222,0.18541404647390558,-0.0425698372261305,-0.01971728534096902,10.623442325397294,-2.4390720076161774
0.075,0.0023707232714067494,0.18576849989122257,-0.04291446609554406,0.13583243784505433,10.643751010243546,-2.458817787331939
0.083333,0.002027673220321269,0.18594234755000683,-0.04306311022304765,0.11617711775610902,10.653711747370114,-2.4673344684872998
0.091667,-0.0018804013120465868,0.1854941320818182,-0.04263058113841556,-0.10773905897113195,10.628030892730425,-2.4425523774212237
0.1,-0.004890767638353388,0.1843288925064115,-0.043648826710526833,-0.2802203442568141,10.561267582938004,-2.500893551211084
0.108333,-0.0065818071040180115,0.18315715103426555,-0.04388139320524598,-0.3771097686294549,10.494131741903598,-2.5142186298146423
0.116667,-0.0043094224330575415,0.18378499286958783,-0.043988580042622516,-0.24691171755319566,10.530104429269311,-2.520359983215673
0.125,0.00026535588631215745,0.18428474150158602,-0.04388726688894273,0.015203772354639914,10.558737916700244,-2.5145551671006614
0.133333,0.004841797907625622,0.18440611805802898,-0.04394663819633138,0.27741458536222097,10.565692281116258,-2.5179568924382045
0.141667,0.005184575368128108,0.1841730454775965,-0.04403161641899089,0.2970542871612257,10.552338205937252,-2.5228257859471177
0.15,0.0038358856807749753,0.18365197044300863,-0.04433681769984332,0.21978006020307267,10.522482805645733,-2.540312531241949
0.158333,0.002306771080164083,0.18234888516917436,-0.04454471631200896,0.13216824719623604,10.44782151910938,-2.5522242442856666
0.166667,0.0017199291460938682,0.18173658322388642,-0.04502753307718432,0.09854468113271822,10.412739201856732,-2.579887607208374
0.175,0.0024393359542296267,0.18174668763278223,-0.045000161875736744,0.13976365499187496,10.413318141840938,-2.5783193528852255
0.183333,0.004421282462033105,0.1817525223526768,-0.04524952714766162,0.25332082510970655,10.413652446665537,-2.5926069305236528
0.191667,0.0049850749797646365,0.18171251553261536,-0.045531677312450114,0.28562375689677794,10.411360224724277,-2.6087729441549543
0.2,0.002469222422654571,0.18175550183466505,-0.04559610806408543,0.14147602349717528,10.413823158408597,-2.6124645542945135
0.208333,0.00015549371789758126,0.181632630073445,-0.045820697225730456,0.008909133776329238,10.40678312506935,-2.625332565381155
0.216667,-0.0006708879354122566,0.18133869119395563,-0.04585911649493113,-0.038439047225367666,10.389941667839805,-2.6275338273583304
0.225,-0.0006805247809018589,0.18141933197114812,-0.04616551721274398,-0.03899119779974156,10.39456204402959,-2.645089295328786
0.233333,0.0015136978596568262,0.18225539863028262,-0.046167925816201105,0.08672849881632215,10.442465134989598,-2.6452272981414
0.241667,0.005051583566204609,0.18364329918077305,-0.0456895068668004,0.2894344182011694,10.521985978916584,-2.6178159115016566
0.25,0.0048237194793516736,0.18457071960224058,-0.044472591959881846,0.27637876772189374,10.575123254900918,-2.548091823308668
0.258333,0.0017683394619099069,0.18443490405855711,-0.04408809682986181,0.10131838791387265,10.56734159745558,-2.526061875115186
0.266667,-0.0013148641328228905,0.18404700283482733,-0.043695164084141425,-0.07533616544388053,10.545116494467905,-2.5035484871529206
0.275,-0.003109360128732419,0.18352567267310715,-0.04351942118835517,-0.17815321236262194,10.515246476468466,-2.4934791609449607
0.283333,-0.0034668211755799483,0.18339948867891653,-0.04356994940648029,-0.19863422168731357,10.50801666615924,-2.4963742145898467
0.291667,-0.0015329837568160976,0.18405405749390136,-0.04348830435525919,-0.08783349932767173,10.54552069665875,-2.4916962977367483
0.3,-0.0006405969599030392,0.1844221163973616,-0.04296280745835723,-0.03670350217135537,10.566608918439234,-2.461587543397045
0.308333,-0.003694407259422494,0.1844771816531976,-0.04212646130237019,-0.21167394376740195,10.569763925196446,-2.4136684384469973
0.316667,-0.006993890274721082,0.18375774343602047,-0.0420181060516418,-0.40072039511910984,10.52854315173178,-2.4074601398921787
0.325,-0.00919352423247144,0.18309592586202728,-0.04186506540684132,-0.5267501373718629,10.490623797934383,-2.3986915568511504
0.333333,-0.009060994012248802,0.18367963294061784,-0.04175221687616215,-0.5191567150951665,10.524067750009532,-2.3922258123189812
0.341667,-0.005503726320025937,0.184795348498765,-0.04167662278514506,-0.315340289732554,10.587993542628448,-2.387894589947574
0.35,-0.0037833009443057897,0.1850538355787652,-0.04122077816243319,-0.21676717673658066,10.60280376137112,-2.361776616952451
0.358333,-0.004507598290031556,0.18521584343995912,-0.041174175987828576,-0.25826635775919493,10.612086128065473,-2.3591065090314745
0.366667,-0.008349690922146102,0.18450154177652323,-0.04182221522027074,-0.4784020500776681,10.571159657451421,-2.396236422009308
0.375,-0.012279885254601108,0.1824608097416771,-0.04270208002285791,-0.7035855979935759,10.454234324737595,-2.4466489617396645
0.383333,-0.013678221296714366,0.18189884068130935,-0.04325716913290201,-0.7837043515476932,10.42203586936159,-2.478453224998864
0.391667,-0.011719963974275327,0.1825956615992228,-0.04359602084594272,-0.6715044717713472,10.461960767034462,-2.4978679980368748
0.4,-0.008631724462269563,0.1830847346726685,-0.04386443726608924,-0.494561381607876,10.489982590016393,-2.5132471260632805
0.408333,-0.007175146872212768,0.1834765868629451,-0.04339732473737179,-0.411105633164285,10.5124340667122,-2.4864835496100874
0.416667,-0.008924544123033229,0.18371225999668095,-0.04346751492568579,-0.5113387123280865,10.525937142619885,-2.490505151163708
0.425,-0.01286993430576544,0.1822984050610985,-0.04394199559209344,-0.7373929183309909,10.444929221967271,-2.5176908908094213
0.433333,-0.015708622446036546,0.1811483364875801,-0.044407492118082814,-0.9000377681223659,10.379035146554035,-2.544361877126614
0.441667,-0.016297039056095475,0.18232070324476668,-0.04446294679598317,-0.9337515564741375,10.446206813782265,-2.547539196124562
0.45,-0.014352478379682232,0.1830913438087134,-0.04492674781717021,-0.8223364367085542,10.490361265617993,-2.574113037172437
0.458333,-0.013141681668649152,0.1829309489893043,-0.045410715342340424,-0.7529628953180376,10.481171319410088,-2.6018423337860814
0.466667,-0.01346485631997174,0.18295122278343445,-0.04599303829208523,-0.7714794388844339,10.482332922248464,-2.6352069811200676
0.475,-0.016596484229116193,0.18199965377961558,-0.04724724481184239,-0.9509085010837894,10.427812034414174,-2.7070677213399446
0.483333,-0.019361299834654844,0.18047423083752734,-0.048285561272296995,-1.109320766413061,10.340411737860089,-2.7665588723229555
0.491667,-0.019265650603512707,0.1802430852121233,-0.04915604069589463,-1.1038404691549455,10.327168069071526,-2.8164336694480805
0.5,-0.017228177471275696,0.18171909089924543,-0.049576056179281736,-0.9871018578064644,10.41173696548093,-2.840498783976309
0.508333,-0.014573662112521202,0.18284554635626016,-0.050021475149021555,-0.8350093310971763,10.476278108977356,-2.866019411057466
0.516667,-0.013047721427802195,0.18438374812995972,-0.04951918367388686,-0.7475793700754743,10.564410578649877,-2.8372402294468473
0.525,-0.014139721232601321,0.18590078900496687,-0.04989174305255162,-0.8101463501195739,10.65133061813662,-2.8585863094623543
0.533333,-0.01838909648069853,0.18595674534486473,-0.050194953633152295,-1.053617617402901,10.654536680249768,-2.8759589960344845
0.541667,-0.02019189193512183,0.18590972391260885,-0.050362888098791636,-1.1569101882667256,10.651842550634845,-2.8855809321504036
0.55,-0.02013358442130908,0.18692888757808346,-0.050506750417205204,-1.1535694138113544,10.710236327299622,-2.893823635826468
0.558333,-0.01671705536439605,0.18762710652882264,-0.050181134275934625,-0.9578167182664261,10.75024132635303,-2.875167205190328
0.566667,-0.014047219691798674,0.18779503577679857,-0.050079671010475835,-0.804846402233125,10.759862963518858,-2.869353788303924
0.575,-0.01382163286687721,0.18795410911950183,-0.04990313086921816,-0.7919212292513685,10.768977194688793,-2.8592387832952157
0.583333,-0.016529800459945232,0.18674919201965623,-0.05022648892989778,-0.9470878025482687,10.699940530204497,-2.8777658354436935
0.591667,-0.018925964636498538,0.18509919388042273,-0.05054643335259179,-1.0843778968852134,10.605402600621977,-2.89609730054281
0.6,-0.019736330492135856,0.18516905969026798,-0.05066290366130932,-1.1308084402747396,10.609405616658373,-2.90277055767091
0.608333,-0.018217280966294158,0.18695733845750961,-0.050228521684331895,-1.0437733135726615,10.711866442614177,-2.877882303693555
0.616667,-0.015633301639920383,0.18782471231525344,-0.05009903486640521,-0.8957222038223865,10.761563303922879,-2.870463255523777
0.625,-0.014237942545666904,0.18805777593868456,-0.0500700318896925,-0.815774016816465,10.774916865903508,-2.868801507364822
0.633333,-0.015657330647767864,0.18826225782686623,-0.049723947071023566,-0.8970989645579339,10.786632815083184,-2.848972307901542
0.641667,-0.019385064634867444,0.1871740722256201,-0.0497018849674955,-1.1106823891662148,10.724284372804876,-2.847708242482203
0.65,-0.021267369774244926,0.18568400615752334,-0.04972104822963708,-1.2185305294083286,10.638909875907277,-2.848806216524618
0.658333,-0.02027045564413177,0.18632422151669892,-0.04954152471899498,-1.161411557215889,10.67559151396749,-2.838520277041454
0.666667,-0.017501417852095802,0.18724622285520787,-0.04892660790018155,-1.002757378420004,10.728418299369466,-2.803288138571834
0.675,-0.014072077261285898,0.18783724550735248,-0.0486918781651946,-0.8062706360536962,10.762281402933981,-2.7898391154308575
0.683333,-0.0132968867015828,0.1889626497764081,-0.04782899514793293,-0.7618554886643245,10.826762317796872,-2.740399560328249
0.691667,-0.016046953698886757,0.18958781406664427,-0.04752981165193226,-0.9194227209880564,10.862581593129697,-2.723257608707442
0.7,-0.019809370892460265,0.18847056204528823,-0.04727387834314545,-1.1349933469472742,10.798567767653536,-2.708593710277139
0.708333,-0.021204894651134953,0.18822048922670875,-0.047199939065588836,-1.214950968529567,10.784239650577991,-2.704357301732899
0.716667,-0.019795778864990954,0.18939303993895384,-0.04678741968096034,-1.1342145811382567,10.851421857654694,-2.680721682026352
0.725,-0.016569633476821277,0.19010602434972323,-0.04689371464075265,-0.9493700663005396,10.892272855250402,-2.6868119346059642
0.733333,-0.0151063994081988,0.1902171767109626,-0.04623253349798162,-0.8655329297287158,10.898641416432332,-2.6489290456315477
