Format Version,1.24,Take Name,Take 2025-12-08 03.12.06 PM,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2025-12-08 03.12.06.670 PM,Capture Start Frame,522418,Total Frames in Take,7472,Total Exported Frames,7472,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
6,0.050000,-0.052639,-0.117296,0.030290,-0.991238,2131.631836,1338.911865,2037.870117,2162.833496,1357.957642,2048.498535,2198.552002,1368.351685,1981.535889,2087.521484,1365.448975,2058.751221,2061.153564,1309.381226,2036.787231,2148.189453,1293.655884,2063.593506,2162.876221,1358.811768,2048.504150,2198.535889,1368.273804,1981.683228,2087.468994,1365.614990,2058.460693,2061.359863,1309.457031,2037.048828,2147.870117,1291.554565,2063.470947,-4687.946777,1030.074341,-2074.094727,-4303.649414,1030.174316,-2420.236084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0.058333,-0.041479,-0.113710,0.032780,-0.992106,2131.687500,1341.103394,2036.453979,2162.872559,1360.308594,2046.840942,2199.043213,1369.066528,1979.886963,2087.517822,1368.227417,2056.435791,2061.137451,1311.736694,2035.599487,2147.958740,1296.409424,2063.317383,2162.857422,1361.161987,2046.746460,2198.993652,1369.018677,1980.140259,2087.580811,1368.508057,2056.179688,2061.431641,1311.696045,2035.894897,2147.223877,1292.760376,2063.135254,-4687.494629,1030.380615,-2073.780762,-4303.315430,1030.421265,-2419.997803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,0.066667,-0.034570,-0.111261,0.035211,-0.992565,2131.807129,1342.844116,2035.377930,2163.013672,1362.091553,2045.621338,2199.500732,1369.757080,1978.705322,2087.646240,1370.404175,2054.773926,2061.160400,1313.707886,2034.642212,2147.808594,1298.488403,2062.954346,2162.860107,1363.154175,2045.477417,2199.491455,1369.712524,1978.923218,2087.905518,1370.435059,2054.660156,2061.329834,1313.688721,2034.836548,2147.028320,1294.724487,2063.303223,-4686.889160,1030.867188,-2073.314697,-4302.953125,1030.838013,-2419.613525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0.075000,-0.026346,-0.108429,0.036841,-0.993072,2131.829102,1344.325073,2034.405762,2163.014648,1363.695679,2044.479614,2199.850098,1370.171631,1977.628662,2087.615479,1372.276611,2053.109375,2061.140137,1315.288208,2033.805908,2147.620117,1300.418091,2062.809570,2162.867432,1364.634033,2044.346802,2199.864746,1370.155518,1977.772339,2087.881348,1372.251221,2052.979248,2061.198975,1315.229980,2033.990356,2147.087158,1297.326538,2063.419678,-4686.804688,1030.943481,-2073.237305,-4302.898438,1031.009277,-2419.536377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,0.083333,-0.011885,-0.105960,0.034211,-0.993711,2131.823242,1345.885498,2033.665649,2162.805908,1365.792969,2043.310425,2199.869629,1370.678345,1976.450439,2087.302979,1373.986572,2051.391602,2061.378418,1316.255249,2033.607422,2147.854248,1302.934448,2063.366943,2162.746338,1366.194824,2043.124634,2199.888428,1370.580444,1976.517334,2087.757812,1373.374634,2051.810547,2061.227051,1316.150879,2033.508545,2147.733154,1303.083374,2063.660156,-4687.165039,1030.740234,-2073.436768,-4303.146484,1030.875610,-2419.662109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,0.091667,-0.000663,-0.104056,0.032638,-0.994036,2131.780273,1347.014648,2032.947266,2162.623047,1367.301147,2042.244141,2199.872314,1370.912109,1975.406250,2087.051270,1375.254639,2049.911133,2061.498535,1317.002197,2033.328979,2147.950684,1304.819458,2063.640137,2162.628418,1367.439209,2042.061523,2199.818848,1370.838135,1975.507202,2087.447510,1374.776367,2050.259766,2061.401855,1316.868774,2033.213379,2147.787109,1304.921021,2063.909424,-4687.792480,1030.271851,-2073.912109,-4303.638184,1030.346436,-2420.091064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,0.100000,0.007354,-0.102746,0.031162,-0.994192,2131.751709,1347.929321,2032.500977,2162.480713,1368.501831,2041.541992,2199.856689,1371.234497,1974.733154,2086.857178,1376.225098,2048.925537,2061.608154,1317.601685,2033.208130,2148.049561,1306.296997,2063.886963,2162.574707,1368.262085,2041.413574,2199.701416,1371.259399,1974.855835,2087.208984,1375.734009,2049.300781,2061.499512,1317.533569,2032.980469,2147.935547,1306.625366,2064.275635,-4688.037109,1030.055542,-2074.092529,-4303.681152,1030.153198,-2420.227539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,0.108333,0.007102,-0.103541,0.030890,-0.994120,2131.737061,1348.366821,2032.283325,2162.470459,1368.948364,2041.288086,2199.739502,1371.739258,1974.421875,2086.854980,1376.631348,2048.796143,2061.608887,1318.005615,2033.083252,2148.104248,1306.723145,2063.617920,2162.563477,1368.934570,2041.192749,2199.562988,1371.808472,1974.551514,2087.174072,1376.271118,2049.072510,2061.610596,1317.918823,2032.980469,2147.893555,1306.444092,2063.983643,-4687.857910,1030.146484,-2073.952881,-4303.526855,1030.239746,-2420.159912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0.116667,0.005106,-0.104570,0.029577,-0.994065,2131.755859,1348.732666,2032.531006,2162.462158,1369.342407,2041.564453,2199.593994,1372.502197,1974.638306,2086.844971,1376.827881,2049.252686,2061.695557,1318.215088,2033.336914,2148.274902,1306.990479,2063.654297,2162.555664,1369.493774,2041.384888,2199.473633,1372.581665,1974.702393,2087.152588,1376.649780,2049.237061,2061.673340,1318.209473,2033.296143,2148.027100,1306.921387,2063.842529,-4687.183594,1030.694214,-2073.466797,-4303.022949,1030.655884,-2419.735107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0.125000,0.002431,-0.105989,0.028189,-0.993965,2131.810059,1348.916016,2032.925171,2162.495850,1369.541138,2041.993164,2199.439453,1373.162842,1974.986450,2086.883545,1376.817383,2049.927490,2061.818604,1318.241211,2033.745483,2148.503662,1307.033691,2063.765625,2162.495605,1369.849731,2041.717529,2199.366211,1373.147827,1975.050293,2087.493896,1376.258301,2050.169678,2061.716797,1318.285400,2033.574585,2148.221436,1307.145142,2063.957031,-4686.808105,1030.942017,-2073.250488,-4302.880859,1030.950684,-2419.565674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0.133333,0.000629,-0.107072,0.026508,-0.993898,2131.779297,1349.081421,2033.281372,2162.422852,1369.760620,2042.368164,2199.216309,1373.759277,1975.300293,2086.806152,1376.781616,2050.488037,2061.880371,1318.196777,2034.123901,2148.660400,1307.125610,2063.919189,2162.381592,1370.212769,2042.034424,2199.172852,1373.726318,1975.334229,2087.472412,1376.093506,2050.825928,2061.726807,1318.290527,2033.885254,2148.411865,1307.179932,2064.174805,-4686.956055,1030.841064,-2073.340332,-4302.956543,1031.002319,-2419.594971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,0.141667,0.000310,-0.108835,0.024173,-0.993766,2131.631104,1349.132446,2033.423218,2162.212158,1369.940308,2042.427734,2198.750244,1374.188721,1975.235962,2086.593262,1376.605957,2050.822021,2061.877197,1317.927979,2034.473389,2148.811279,1307.216797,2063.949707,2162.130371,1370.417969,2042.123779,2198.723389,1374.109497,1975.281372,2087.162109,1375.998779,2051.171875,2061.768555,1318.008789,2034.259033,2148.603760,1307.272949,2064.112549,-4687.501953,1030.446167,-2073.721924,-4303.491211,1030.677490,-2419.953613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0.150000,0.001783,-0.110066,0.021515,-0.993690,2131.438721,1349.090332,2033.571289,2161.925293,1370.089600,2042.450684,2198.269043,1374.388062,1975.156494,2086.291504,1376.351196,2051.021729,2061.863770,1317.498535,2034.869873,2148.930664,1307.341675,2064.149658,2161.756348,1370.577637,2042.119263,2198.206299,1374.323120,1975.168091,2086.719971,1375.940552,2051.286865,2061.838379,1317.586792,2034.650146,2148.763672,1307.206177,2064.459717,-4687.889160,1030.126709,-2074.016846,-4303.666504,1030.364258,-2420.120361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,0.158333,0.002888,-0.111419,0.018529,-0.993597,2131.155273,1349.010010,2033.765259,2161.535889,1370.210083,2042.529297,2197.666748,1374.632324,1975.128296,2085.889404,1376.018066,2051.301025,2061.780273,1316.991821,2035.303345,2148.988770,1307.415649,2064.356445,2161.370850,1370.647583,2042.189331,2197.597656,1374.599487,1975.143311,2086.269287,1375.732910,2051.545898,2061.816162,1317.097900,2035.072754,2148.823242,1307.191528,2064.698975,-4687.914551,1030.074097,-2074.070068,-4303.550293,1030.215454,-2420.171143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,0.166667,0.003004,-0.113478,0.015861,-0.993410,2130.854736,1348.979492,2033.989014,2161.158691,1370.336914,2042.636108,2196.985352,1374.979736,1975.088013,2085.519287,1375.739258,2051.724365,2061.657959,1316.592529,2035.800415,2149.035889,1307.467285,2064.487305,2161.023193,1370.764282,2042.366455,2196.907959,1374.980225,1975.078125,2085.809814,1375.567139,2051.920654,2061.685059,1316.652954,2035.633057,2148.874268,1307.159180,2064.822266,-4687.475586,1030.396362,-2073.735840,-4303.278809,1030.396118,-2419.922852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,0.175000,0.002222,-0.115520,0.013791,-0.993207,2130.589844,1348.818481,2034.289307,2160.844971,1370.276611,2042.857422,2196.375977,1375.200317,1975.173096,2085.222656,1375.363525,2052.265869,2061.528076,1316.156860,2036.315918,2149.057861,1307.314575,2064.625977,2160.746826,1370.740479,2042.639771,2196.302979,1375.181274,1975.168213,2085.583740,1375.192749,2052.459473,2061.522949,1316.164795,2036.150635,2148.853516,1306.976074,2064.948242,-4687.024414,1030.791870,-2073.401123,-4303.084473,1030.798584,-2419.679932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,0.183333,0.000323,-0.117230,0.012189,-0.993030,2130.392334,1348.610718,2034.573853,2160.618164,1370.115479,2043.129150,2195.905273,1375.419556,1975.346191,2085.014648,1374.955933,2052.815186,2061.426758,1315.752075,2036.697388,2149.076172,1307.031006,2064.673340,2160.544189,1370.697754,2042.847168,2195.891357,1375.394531,1975.302002,2085.468018,1374.585449,2053.081787,2061.334473,1315.798218,2036.468018,2148.838623,1306.813721,2065.019775,-4686.772949,1031.025269,-2073.238281,-4302.974121,1031.062866,-2419.582031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,0.191667,0.000242,-0.117932,0.010935,-0.992961,2130.177979,1348.411621,2034.658936,2160.362549,1369.987061,2043.181885,2195.541016,1375.410034,1975.351807,2084.761230,1374.636108,2052.976562,2061.297119,1315.381592,2036.864014,2149.007080,1306.864136,2064.712402,2160.257812,1370.619141,2042.907959,2195.550537,1375.384399,1975.306641,2085.136475,1374.357178,2053.195801,2061.190430,1315.419312,2036.672119,2148.835205,1306.529785,2065.054688,-4687.217773,1030.675415,-2073.483398,-4303.344238,1030.848877,-2419.748291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,0.200000,0.001559,-0.118011,0.009974,-0.992961,2130.068359,1348.270752,2034.611694,2160.206543,1369.933228,2043.077515,2195.360107,1375.272461,1975.228027,2084.596924,1374.437988,2052.875244,2061.261475,1315.093384,2036.908569,2148.995117,1306.836914,2064.760742,2160.107178,1370.476318,2042.777588,2195.358398,1375.253540,1975.206787,2084.841309,1374.358032,2052.971191,2061.245605,1315.105957,2036.776123,2148.861084,1306.368896,2065.103271,-4687.591309,1030.396851,-2073.794189,-4303.649414,1030.547607,-2419.979980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,0.208333,0.002475,-0.117324,0.009588,-0.993044,2130.083984,1348.176636,2034.504639,2160.189209,1369.883545,2042.973755,2195.430420,1375.139404,1975.163086,2084.561768,1374.330688,2052.660645,2061.306641,1314.935303,2036.765625,2149.010498,1306.814087,2064.751709,2160.218750,1370.280640,2042.758667,2195.360840,1375.135254,1975.200684,2084.655273,1374.399048,2052.617920,2061.384033,1314.966309,2036.671387,2148.948242,1306.194214,2065.061768,-4688.010254,1030.029297,-2074.104980,-4303.686523,1030.231445,-2420.235840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,0.216667,0.001725,-0.117086,0.010102,-0.993069,2130.250732,1348.082764,2034.521362,2160.377686,1369.742188,2043.035034,2195.658691,1375.048340,1975.249023,2084.750977,1374.266479,2052.690430,2061.432617,1314.920776,2036.702881,2149.112549,1306.656372,2064.721436,2160.393555,1370.124146,2042.871948,2195.542725,1375.048340,1975.284912,2084.833252,1374.347046,2052.678223,2061.487793,1314.912354,2036.631592,2149.052002,1306.053223,2065.008057,-4687.701172,1030.218872,-2073.958984,-4303.355469,1030.353882,-2420.041748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,0.225000,0.000422,-0.117724,0.010420,-0.992992,2130.442627,1347.999634,2034.649658,2160.600586,1369.609131,2043.179932,2195.801514,1375.053467,1975.363403,2084.990234,1374.180054,2052.942139,2061.595947,1314.896973,2036.833984,2149.303467,1306.479370,2064.720947,2160.588135,1370.047363,2042.983765,2195.695557,1375.058594,1975.352661,2085.220215,1374.140137,2053.011475,2061.613525,1314.900269,2036.679321,2149.144775,1306.012329,2065.093750,-4687.248047,1030.596436,-2073.591797,-4303.073242,1030.611938,-2419.800781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
