timestamp,tag_id,orientation,qx,qy,qz,qw,x,y,z
0.03333333333333333,9,wall_front,0.3338953142401641,0.9298517412340512,0.1468988326997506,0.04806653101603876,-252.7353086982645,414.41933650652936,1551.874638215109
0.03333333333333333,18,wall_front,-0.1407658791517085,0.978518553400644,0.1014416000484716,0.11133736882540168,125.00014259087477,9.106705064093997,1605.0634304501507
0.3,15,wall_front,-0.1687183838489024,0.9842817715699141,-0.03870401880792875,0.0350071426243471,-674.2736646580395,-73.16484319702407,1445.2932925604218
0.3,18,wall_front,-0.1336239410864857,0.9829023098128263,0.02830425576267312,0.12347696481063725,182.38782671043518,74.67758437122617,1602.963946784167
0.5666666666666667,15,wall_front,-0.16483607873841635,0.9845267624119465,-0.03961988609097022,0.04434394960907267,-668.22285152343,-30.055019554920438,1457.8539776679072
0.5666666666666667,18,wall_front,-0.1304739014848744,0.9831715010110087,0.02675313026047465,0.12503851667522922,191.05045465122473,113.35326610019268,1591.1555056372422
0.8333333333333334,15,wall_front,-0.16180697012445602,0.984622329824788,-0.04071057911024599,0.05176891710339494,-678.3672390632853,-2.8666027024963636,1461.6958335963739
0.8333333333333334,18,wall_front,-0.1288975672407663,0.9844544432273992,0.015485100067325418,0.11830079477817827,183.63351121684585,139.91912625301606,1603.9459056408746
1.1,15,wall_front,-0.17431593435339732,0.9814662372667378,0.006727968986341317,0.07932663215649953,-644.9824740189638,-42.1927158123812,1509.742902672069
1.1,18,wall_front,-0.12108056986438744,0.9879494059429333,0.07607338129648179,0.059230967883705285,238.46204913690934,103.42375456713876,1634.3975811553435
1.3666666666666667,15,wall_front,-0.17186725437135583,0.9843483339539922,-0.007755365553176101,0.03820809628845859,-559.9335533286502,-82.85398093474666,1500.810093295701
1.3666666666666667,18,wall_front,-0.13272574036364138,0.9860776364356053,0.03039925180585252,0.09544976823511916,311.3937320286495,67.15137661494003,1586.6988934776962
1.6333333333333333,15,wall_front,-0.18210037555938074,0.9831717617589818,-0.014585166858857761,-0.00011405512598836635,-509.9033391584786,-33.78314032626174,1491.8930704550178
1.6333333333333333,18,wall_front,-0.15059379710111334,0.9847308573836933,-0.01000869727330888,0.0867552463539604,351.8787597565749,138.5627036714786,1581.8923379780038
1.9,15,wall_front,-0.18728091224482546,0.9813312513798567,-0.021371184916585614,0.03818517289802101,-499.2553073594194,-15.288882160861341,1528.9406355535334
1.9,18,wall_front,-0.15082545431332012,0.9877763188966724,0.014558116322261208,0.03657440918548985,376.0141135759434,166.98585442128274,1621.9571598473856
2.1666666666666665,15,wall_front,-0.21807620224880203,0.9681625375188881,0.048555217561340874,0.11290022942978438,-624.2063545974548,-83.05055677048058,1503.3853512835265
2.1666666666666665,18,wall_front,-0.1663192990490214,0.9791796334498876,0.025851309505018457,0.1134761913251486,240.41374625028573,121.41746643235517,1660.8909096156342
2.433333333333333,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.7,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.966666666666667,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.2333333333333334,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.5,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.7666666666666666,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.033333333333333,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.3,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.566666666666666,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.833333333333333,nan,nan,nan,nan,nan,nan,nan,nan,nan
