timestamp,tag_id,orientation,qx,qy,qz,qw,x,y,z
0.03333333333333333,10,wall_front,0.09621184968142539,0.9796742065846202,0.030525758549085798,0.1733490899851411,118.40123914702608,-251.37581173137036,1337.6638703266703
0.03333333333333333,17,wall_front,-0.07287372363842988,0.9731616039672218,-0.1911003998772111,0.10548246363156279,-65.41813083243565,203.52841873774025,1354.666407042205
0.3,17,wall_front,-0.10560555257762531,0.9889902841810527,-0.017553850369409086,0.10216431567559857,-10.129106829898344,245.64775264171934,1357.86583607634
0.3,10,wall_front,0.0792463860710179,0.9894445778014062,0.03245903541666345,0.1169010212697051,198.09344584975426,-207.1366753639301,1365.5631425210274
0.3,6,wall_right,0.9122917597763701,0.39226614237457735,0.11567271091043853,0.021698906454747438,624.9156999497749,142.5146075463684,1473.785279741631
0.5666666666666667,17,wall_front,-0.11234382860689042,0.992139336599869,-0.016931654575141154,0.05245683957755819,-2.6115233925800174,269.79285664758413,1378.0776314388797
0.5666666666666667,10,wall_front,0.06672480534861273,0.9946745888610496,0.017651229949189887,0.07654212373962743,221.82703894822833,-178.27478159365228,1392.6157583850286
0.5666666666666667,6,wall_front,0.3591558660396836,0.9282341989464188,0.058934140745329926,0.07690970582569344,649.7716979175125,182.5348259850253,1499.6513225651304
0.8333333333333334,17,wall_front,-0.12074147686710514,0.9902153126680613,-0.018338312259427624,0.06751915746749027,-11.335075092416487,272.1734594823682,1369.3891373192964
0.8333333333333334,10,wall_front,0.06153791835240656,0.9912956975304538,0.006835529837329079,0.11618605851954321,211.8183456840106,-171.88489672062326,1373.5006443720854
0.8333333333333334,6,wall_front,0.353021579367433,0.9306995872833799,0.05437231208758573,0.0788523583015744,637.5876248844515,195.01385331893744,1500.687913578545
1.1,17,wall_front,-0.09849867230297545,0.9727827542428351,-0.20872735837951026,0.020606175438119198,27.93771819027726,257.94843563419556,1347.3191124877367
1.1,10,wall_front,0.07316629407708576,0.993384127727008,0.009529811227106545,0.08799915277462916,239.24776991035878,-186.39486804765215,1378.1593681980878
1.1,6,wall_right,0.91543728805403,0.3965759495632988,0.06812520397230369,0.007813094904256216,689.8317901542727,175.45163542061937,1514.0400719917488
1.3666666666666667,10,wall_front,0.08080836222521855,0.9945811332722634,0.021802951528120732,0.06166854334262087,292.18132995917034,-194.75122698179732,1351.593861395503
1.3666666666666667,17,wall_front,-0.09936101848338996,0.9934540899042741,-0.009149817987971452,0.05561151040208261,85.82756341050523,258.49335565480794,1348.842486919618
