702,5.85,0.000000,-0.223282,-0.139714,0.716497,0.645955,-1014.679688,1048.624512,-504.805878,-1011.022583,1026.358643,-535.086548,-1010.039185,1054.362549,-420.279388,-1040.911377,1028.151611,-484.580597,-996.85022,1085.590332,-579.331116,-1010.990723,1026.870361,-534.984436,-1009.860046,1054.494751,-420.606781,-1041.245728,1027.6875,-484.539429,-996.767334,1085.418823,-579.154053,-4316.175781,964.693604,-2399.915527,-751.195679,136.902466,1699.92041,-519.95343,60.169838,-502.085449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,5.858333,0.008333,-0.218514,-0.143388,0.718388,0.644679,-1016.450195,1050.25415,-504.14801,-1012.711182,1028.328857,-534.666382,-1011.630798,1055.153198,-419.578796,-1042.480225,1029.383789,-484.069,-999.08313,1088.115356,-578.332153,-1012.632141,1028.873657,-534.423584,-1011.421082,1055.266968,-420.010284,-1042.877197,1028.920044,-484.052948,-999.010559,1087.95166,-578.173645,-4319.266602,962.290161,-2399.956543,-751.229126,136.755997,1699.944702,-520.069885,59.963673,-502.075623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704,5.866667,0.016667,-0.214328,-0.146339,0.719398,0.644294,-1018.288147,1054.057617,-503.539734,-1014.532349,1032.42981,-534.267517,-1013.273499,1058.20166,-418.941498,-1044.176025,1032.890625,-483.587677,-1001.27533,1092.673096,-577.416626,-1014.435547,1033.021606,-534.110962,-1013.058655,1058.341431,-419.379303,-1044.596436,1032.402832,-483.545868,-1001.203308,1092.455444,-577.192749,-4316.03125,964.855164,-2399.998291,-751.210754,136.873871,1699.841553,-520.065186,60.217552,-502.091583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,5.875,0.025000,-0.211018,-0.148329,0.715424,0.649336,-1020.005676,1060.571045,-503.010498,-1016.537415,1039.227661,-533.969971,-1014.785522,1063.776611,-418.383942,-1046.077393,1039.470703,-483.22821,-1002.727417,1099.776001,-576.514343,-1016.580078,1040.160522,-533.813538,-1014.567261,1064.322754,-418.707733,-1046.663696,1039.167969,-483.136169,-1002.546997,1100.05603,-576.412415,-4315.775879,965.061646,-2399.967285,-751.199646,136.886063,1699.826294,-519.965576,60.432831,-502.19519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,5.883333,0.033333,-0.20664,-0.148385,0.70319,0.663931,-1021.493286,1070.578491,-502.520691,-1018.941895,1049.612549,-533.825439,-1015.732666,1072.272827,-417.885437,-1048.196411,1050.1073,-482.920319,-1003.208496,1110.29248,-575.505981,-1019.091614,1050.970215,-533.715942,-1015.409729,1073.150513,-418.140167,-1048.868896,1049.964233,-482.866638,-1002.868286,1110.869629,-575.402832,-4319.020996,962.394043,-2399.953369,-752.804749,141.290726,1698.153687,-519.982971,60.596272,-502.191132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,5.891667,0.041667,-0.201595,-0.147996,0.682254,0.687013,-1022.352112,1084.197266,-501.900909,-1021.202942,1063.813477,-533.669556,-1016.064758,1083.681763,-417.287781,-1050.114258,1064.905029,-482.577972,-1002.134583,1124.367432,-574.122742,-1021.303406,1065.309326,-533.555237,-1015.555359,1084.898438,-417.668365,-1050.860352,1065.109985,-482.65686,-1001.637207,1125.205688,-573.792603,-4315.710938,965.018372,-2399.892578,-751.247986,136.657852,1699.425171,-519.966614,60.596386,-502.079712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
708,5.9,0.050000,-0.194538,-0.146861,0.651381,0.718533,-1022.535706,1100.64563,-501.319122,-1023.315674,1081.209229,-533.687073,-1015.738037,1097.042603,-416.820648,-1051.685303,1083.165039,-482.318329,-999.513611,1141.155273,-572.504333,-1023.380859,1082.62207,-533.559021,-1015.147217,1098.325073,-417.306824,-1052.330322,1083.814575,-482.418182,-998.908997,1142.214844,-572.149414,-4319.069824,962.421814,-2399.947266,-751.221069,136.759125,1699.713623,-520.147583,60.355072,-502.064819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,5.908333,0.058333,-0.185893,-0.145312,0.615036,0.752369,-1021.752686,1119.397583,-500.345123,-1024.612061,1101.253784,-533.340393,-1014.678711,1112.246216,-416.09549,-1052.276123,1104.089844,-481.629059,-995.554626,1160.002563,-570.36853,-1024.579956,1102.671021,-533.126831,-1014.086731,1113.503906,-416.602905,-1052.804199,1104.905762,-481.563965,-994.84552,1161.152466,-570.047607,-4316.285156,964.605347,-2399.943848,-751.188354,136.854736,1699.914185,-520.137939,60.460556,-502.02298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710,5.916667,0.066667,-0.178646,-0.141966,0.572177,0.787747,-1019.762878,1139.697998,-499.318909,-1024.765259,1123.055176,-532.845886,-1012.944092,1129.072754,-415.415436,-1051.627197,1127.133667,-480.795868,-989.825378,1179.545654,-568.270264,-1024.544189,1124.240112,-533.02948,-1012.335632,1130.311157,-415.77832,-1052.024536,1128.250488,-480.482147,-989.075195,1180.565552,-567.797607,-4319.042969,962.399902,-2400.030273,-751.182373,136.826401,1699.917847,-520.269104,60.69902,-502.029358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,5.925,0.075000,-0.170892,-0.137503,0.524394,0.822739,-1016.685852,1160.976196,-498.116852,-1023.792969,1146.151367,-532.113647,-1010.555847,1146.825928,-414.681976,-1049.652954,1151.522705,-479.675018,-982.849854,1199.434082,-566.046875,-1023.69165,1147.117798,-532.470459,-1009.817139,1148.065918,-414.967957,-1049.950928,1152.524414,-479.305786,-981.901917,1200.413696,-565.49585,-4319.421875,961.796448,-2400.080811,-751.219727,136.795685,1699.826782,-520.017883,60.858017,-502.047546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
