Format Version,1.24,Take Name,Take 2025-12-08 02.40.56 PM,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2025-12-08 02.40.56.675 PM,Capture Start Frame,298011,Total Frames in Take,7305,Total Exported Frames,7305,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
1293,10.775000,-0.117169,-0.270609,0.109195,-0.949273,2136.751953,1190.724976,1966.393433,2172.531006,1203.606567,1968.173584,2187.536621,1218.730835,1894.594238,2106.384277,1219.659546,2002.815063,2065.232422,1171.498901,1985.255127,2152.145508,1140.374878,1980.948730,2172.259766,1203.112671,1968.052979,2187.613770,1218.481934,1894.720459,2106.293701,1219.050171,2003.039795,2065.098633,1171.781982,1985.250488,2154.622803,1146.562256,1979.630371,-4687.615723,1030.494629,-2073.861816,-4303.536621,1030.695068,-2420.037109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1294,10.783333,-0.115633,-0.271022,0.107973,-0.949483,2136.600342,1189.569336,1965.770142,2172.337891,1202.572632,1967.495972,2187.240967,1217.583130,1893.872437,2106.163574,1218.484375,2002.149536,2065.158203,1170.149536,1984.725952,2152.170166,1139.302612,1980.425537,2172.068848,1202.189087,1967.208862,2187.473389,1217.279907,1894.019287,2106.055420,1217.655884,2002.507202,2064.853027,1170.459839,1984.792236,2154.434814,1144.742920,1979.328979,-4687.030273,1030.738770,-2073.640137,-4303.093262,1031.038940,-2419.841309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1295,10.791667,-0.120721,-0.271736,0.108647,-0.948568,2136.474609,1188.393921,1965.227295,2172.266602,1201.234619,1967.045410,2187.165283,1216.895142,1893.556519,2106.188232,1217.079590,2001.912598,2064.970947,1169.082642,1984.061035,2151.852539,1137.925049,1979.382080,2172.358398,1200.958740,1967.159424,2187.228027,1216.584106,1893.638184,2105.729492,1216.523926,2002.063721,2064.606934,1169.530273,1984.235229,2153.033203,1139.177979,1978.366821,-4686.625488,1030.643066,-2073.475830,-4302.698730,1030.974243,-2419.620605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1296,10.800000,-0.122072,-0.271573,0.109468,-0.948348,2136.290039,1188.095459,1965.647583,2172.111816,1200.846924,1967.503174,2187.068848,1216.628784,1894.052002,2106.061523,1216.774658,2002.385620,2064.735107,1168.914062,1984.419922,2151.543945,1137.560059,1979.698853,2172.340820,1200.738037,1968.106567,2186.985840,1216.275757,1894.162720,2105.541016,1216.397949,2002.446899,2064.437744,1169.493286,1984.725464,2152.843262,1138.853882,1978.424561,-4686.797363,1030.557983,-2073.433350,-4302.573730,1030.402832,-2419.687012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1297,10.808333,-0.123054,-0.271997,0.111634,-0.947847,2136.093262,1188.072876,1966.385132,2171.976318,1200.656006,1968.202393,2186.904785,1216.434692,1894.744751,2106.049316,1216.859131,2003.191040,2064.476074,1169.207397,1985.239746,2151.131348,1137.454346,1980.369751,2171.998291,1200.582886,1968.930054,2186.747803,1216.069214,1894.798462,2105.414307,1216.783203,2003.397949,2064.424805,1169.840576,1985.426147,2152.937744,1138.057861,1978.894409,-4687.462891,1030.260742,-2073.579346,-4303.038086,1030.095337,-2419.832520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1298,10.816667,-0.117618,-0.270532,0.109416,-0.949214,2135.826416,1188.306763,1967.040527,2171.614014,1201.162231,1968.835815,2186.642090,1216.329712,1895.269897,2105.472900,1217.235962,2003.478271,2064.290771,1169.116577,1985.876709,2151.182617,1137.935425,1981.561523,2171.215576,1200.775757,1968.925537,2186.663330,1216.171265,1895.383911,2105.311523,1216.495605,2003.755127,2064.203125,1169.666504,1985.887939,2153.195801,1142.041626,1981.071777,-4687.958008,1030.207764,-2073.844727,-4303.580566,1030.302124,-2420.032471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299,10.825000,-0.115023,-0.270335,0.108458,-0.949698,2135.721436,1187.420044,1966.627930,2171.466064,1200.401001,1968.374756,2186.466553,1215.281738,1894.744507,2105.262207,1216.415283,2002.924683,2064.243652,1168.081299,1985.531250,2151.238770,1137.166138,1981.383179,2171.116455,1199.881714,1968.026123,2186.602783,1215.092896,1894.925049,2105.196289,1215.575195,2003.148560,2064.042236,1168.480713,1985.555420,2153.140137,1141.497437,1981.035400,-4687.560547,1030.627441,-2073.843262,-4303.521973,1030.676636,-2420.037354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,10.833333,-0.114215,-0.270116,0.108576,-0.949844,2135.701416,1186.199707,1966.032959,2171.443115,1199.190552,1967.768433,2186.462158,1213.950562,1894.117798,2105.226074,1215.249878,2002.272095,2064.221680,1166.878662,1984.947632,2151.224121,1135.973633,1980.877075,2171.753174,1198.598511,1967.524536,2186.434570,1213.820923,1894.167358,2105.001709,1214.521484,2002.590942,2063.839600,1167.141602,1984.850586,2152.508057,1140.167725,1980.824951,-4687.000977,1030.730347,-2073.584961,-4302.955566,1031.095459,-2419.725830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1301,10.841667,-0.118351,-0.270790,0.108971,-0.949100,2135.600586,1185.224976,1965.594849,2171.382324,1198.094727,1967.401978,2186.382324,1213.395630,1893.857910,2105.243652,1214.076904,2002.090942,2064.079590,1165.967773,1984.418457,2150.985596,1134.836182,1980.025024,2171.613525,1198.142456,1967.467773,2186.307617,1213.383057,1893.854126,2104.849121,1213.828735,2002.149536,2063.675537,1166.509644,1984.479614,2151.575928,1134.569824,1979.862061,-4686.665039,1030.655640,-2073.479248,-4302.593262,1030.993164,-2419.606934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1302,10.850000,-0.120296,-0.270926,0.111246,-0.948553,2135.478027,1185.297241,1966.133057,2171.330811,1197.966675,1967.949707,2186.365234,1213.378174,1894.435791,2105.302979,1214.218628,2002.725098,2063.865479,1166.381470,1984.954712,2150.597168,1134.787720,1980.420898,2171.631836,1197.974365,1968.277344,2186.128662,1213.147949,1894.416138,2104.709961,1214.080078,2002.751099,2063.655762,1166.966675,1984.943970,2151.414551,1134.601074,1980.009766,-4687.039551,1030.378296,-2073.479980,-4302.644531,1030.386353,-2419.653076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1303,10.858333,-0.122906,-0.271343,0.113506,-0.947831,2135.410156,1185.484375,1966.795288,2171.337402,1197.939697,1968.620972,2186.376709,1213.558228,1895.151733,2105.443848,1214.432495,2003.537476,2063.711182,1166.906250,1985.624023,2150.253906,1134.831909,1980.863892,2171.484619,1197.786499,1969.044189,2186.091064,1213.311157,1895.249023,2104.685303,1214.550903,2003.557251,2063.792236,1167.414917,1985.665527,2151.249756,1134.648193,1980.168457,-4687.491211,1030.293945,-2073.613525,-4303.245117,1030.077026,-2419.822510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1304,10.866667,-0.115956,-0.269596,0.109903,-0.949628,2135.167969,1185.786255,1967.335938,2170.954834,1198.642822,1969.137939,2186.097412,1213.534058,1895.538940,2104.763672,1214.855347,2003.619629,2063.600830,1166.677124,1986.134521,2150.494385,1135.466919,1982.067627,2170.427490,1198.089722,1968.952881,2186.088867,1213.306030,1895.729614,2104.632324,1214.298950,2003.739624,2063.648438,1167.011963,1986.070801,2152.665283,1140.706909,1981.331421,-4687.843750,1030.296753,-2073.881104,-4303.608887,1030.380737,-2420.056396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1305,10.875000,-0.119542,-0.270094,0.112432,-0.948746,2134.993652,1184.435181,1966.871338,2170.869385,1197.037109,1968.703003,2186.024902,1212.248901,1895.172363,2104.831787,1213.500977,2003.359497,2063.320068,1165.705933,1985.648193,2149.994141,1133.928589,1981.294189,2170.866211,1196.736084,1968.430420,2186.105469,1212.158081,1895.131104,2104.550293,1213.249634,2003.247070,2063.497070,1165.708374,1985.691528,,,,-4687.404297,1030.669556,-2073.772705,-4303.314453,1030.830444,-2419.948242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1306,10.883333,-0.117287,-0.269941,0.108888,-0.949483,2135.039551,1183.432373,1966.195190,2170.810791,1196.328125,1968.030762,2185.918945,1211.472900,1894.476685,2104.606201,1212.347534,2002.577515,2063.500244,1164.173462,1984.947266,2150.432129,1133.085693,1980.763428,2170.783447,1196.073853,1967.914917,2185.961182,1211.187622,1894.648682,2104.390137,1212.006104,2002.779297,2063.184326,1164.450928,1984.994507,2151.316162,1134.182373,1980.250366,-4686.847168,1030.737427,-2073.543213,-4302.797852,1031.034546,-2419.728027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1307,10.891667,-0.119596,-0.270007,0.109198,-0.949141,2134.988525,1182.942383,1966.233032,2170.783691,1195.762451,1968.128296,2185.929932,1211.195312,1894.641846,2104.605469,1211.758057,2002.736084,2063.410400,1163.738403,1984.893677,2150.283936,1132.504395,1980.585815,2170.845947,1195.566650,1968.341797,2185.884521,1210.914062,1894.629272,2104.234375,1211.350342,2002.822388,2063.043945,1164.253174,1984.974976,2151.221924,1133.137939,1980.053345,-4686.679199,1030.639160,-2073.453125,-4302.463867,1030.762573,-2419.578613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1308,10.900000,-0.121229,-0.269991,0.111837,-0.948631,2134.890869,1182.817017,1966.991821,2170.763184,1195.418335,1968.891235,2185.964111,1210.891968,1895.424561,2104.700195,1211.748901,2003.562500,2063.208252,1164.009644,1985.655518,2149.890381,1132.262329,1981.246094,2171.112305,1195.195679,1969.516602,2185.631836,1210.591797,1895.465576,2104.092529,1211.669067,2003.644043,2063.092529,1164.581421,1985.701294,2150.812256,1132.459839,1980.734985,-4687.096680,1030.383789,-2073.509521,-4302.669922,1030.187744,-2419.712646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1309,10.908333,-0.125638,-0.270480,0.114222,-0.947633,2134.696777,1182.970337,1967.883789,2170.658936,1195.305542,1969.837891,2185.891846,1211.217773,1896.471680,2104.747559,1211.840454,2004.700928,2062.903320,1164.527588,1986.485107,2149.356201,1132.207275,1981.746216,2170.646973,1195.187988,1970.173462,2185.656250,1211.037354,1896.451904,2104.105957,1211.844604,2004.734253,2063.041016,1165.183350,1986.422974,2150.296875,1131.843994,1981.331299,-4687.620605,1030.232666,-2073.644043,-4303.349609,1030.160889,-2419.906494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1310,10.916667,-0.115457,-0.269138,0.107312,-0.950115,2134.679688,1182.778198,1968.446167,2170.396484,1195.819946,1970.309204,2185.581055,1210.807373,1896.738403,2104.066162,1211.680420,2004.687012,2063.182373,1163.293335,1987.124023,2150.243164,1132.535645,1983.191162,2169.832520,1195.300537,1969.752563,2185.502441,1210.919800,1896.804932,2104.018066,1211.115112,2004.916870,2062.864746,1164.372803,1986.671387,2151.609863,1132.571777,1983.980957,-4687.704102,1030.405640,-2073.898682,-4303.593262,1030.501343,-2420.078369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1311,10.925000,-0.107641,-0.267566,0.104511,-0.951787,2134.687012,1181.932129,1968.213745,2170.272705,1195.339111,1969.992676,2185.528809,1209.435181,1896.260742,2103.694092,1211.047119,2003.958740,2063.323486,1162.030151,1986.964722,2150.684082,1132.052490,1983.708130,2170.331543,1194.245728,1969.287720,2185.337402,1209.823120,1896.122803,2103.680176,1210.020752,2004.295532,2062.622314,1163.029663,1986.305298,2152.428223,1133.149414,1985.974243,-4687.180664,1030.700439,-2073.695312,-4303.244141,1030.990723,-2419.879150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1312,10.933333,-0.119900,-0.270154,0.107428,-0.949263,2134.328125,1180.876465,1967.066162,2170.080811,1193.810059,1968.991211,2185.196777,1209.405273,1895.532715,2103.841309,1209.536743,2003.605103,2062.808105,1161.410645,1985.677246,2149.784180,1130.466553,1981.345825,2170.461670,1193.417236,1968.993652,2185.106201,1209.193115,1895.565430,2103.412109,1209.055786,2003.829224,2062.333740,1161.835327,1985.649170,2150.583740,1131.449829,1981.031250,-4686.748535,1030.678589,-2073.488037,-4302.746582,1031.132202,-2419.634033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1313,10.941667,-0.133484,-0.272570,0.112414,-0.946177,2133.897949,1180.415405,1966.709961,2169.872803,1192.694580,1968.779541,2184.932861,1209.820190,1895.651245,2104.059570,1208.685181,2004.078857,2062.139404,1161.708130,1985.180786,2148.559082,1129.419189,1979.686401,2170.455322,1193.126343,1969.497925,2184.929688,1209.105103,1895.826050,2103.173828,1208.810669,2003.849487,2062.210938,1161.750366,1985.755493,2148.940918,1129.772339,1977.131348,-4686.702148,1030.626831,-2073.441895,-4302.572754,1030.673584,-2419.643311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1314,10.950000,-0.121733,-0.269811,0.109199,-0.948925,2133.954590,1180.850586,1967.922974,2169.764160,1193.618042,1969.896118,2184.982910,1209.330688,1896.483887,2103.581055,1209.555664,2004.521118,2062.339111,1161.660400,1986.453857,2149.176514,1130.335571,1982.081543,2170.073730,1193.366089,1970.399902,2184.705566,1208.995972,1896.385254,2102.935791,1209.180420,2004.649170,2062.229980,1162.197998,1986.372192,2150.128662,1130.850952,1981.499878,-4687.202148,1030.358154,-2073.539795,-4302.768066,1030.170288,-2419.729492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1315,10.958333,-0.113415,-0.267530,0.105842,-0.950980,2133.888428,1181.232178,1969.069458,2169.550293,1194.413208,1971.006958,2184.931152,1209.189819,1897.434326,2103.043945,1210.151733,2005.100220,2062.399902,1161.549927,1987.573853,2149.587158,1131.101562,1984.050293,2169.533936,1193.489990,1970.784424,2184.625488,1209.446777,1897.303101,2102.896484,1209.483276,2005.293579,2062.064209,1162.513184,1986.976562,2150.896729,1131.681152,1985.165649,-4687.662109,1030.237671,-2073.716064,-4303.458496,1030.217529,-2419.959473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1316,10.966667,-0.122262,-0.269624,0.108175,-0.949028,2133.520508,1180.600342,1968.326294,2169.307861,1193.423218,1970.346313,2184.557617,1209.270264,1896.969482,2103.072021,1209.200928,2004.943604,2061.922363,1161.265381,1986.773071,2148.814453,1130.089111,1982.421509,2169.107910,1193.103394,1970.460205,2184.539795,1208.834351,1897.233765,2102.745117,1208.906372,2004.985840,2061.953613,1161.600220,1986.920776,2150.633545,1132.633179,1980.389771,-4687.659668,1030.407104,-2073.896240,-4303.612305,1030.570435,-2420.049561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1317,10.975000,-0.118210,-0.268891,0.106977,-0.949884,2133.259033,1179.802979,1967.689453,2168.986328,1192.800415,1969.659058,2184.259766,1208.171143,1896.185913,2102.635986,1208.537842,2004.055298,2061.724121,1160.285645,1986.189087,2148.759766,1129.466553,1982.177979,2168.714600,1192.493408,1969.476929,2184.450195,1207.717896,1896.377930,2102.661621,1208.071289,2004.463379,2061.366699,1160.414307,1986.166870,2150.705566,1133.882446,1980.702148,-4687.123535,1030.665649,-2073.653320,-4303.176270,1030.954712,-2419.870361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1318,10.983333,-0.119038,-0.267941,0.106814,-0.950068,2133.255615,1178.788452,1967.225464,2168.982666,1191.771484,1969.289307,2184.416748,1207.241211,1895.870483,2102.564697,1207.481689,2003.567017,2061.675537,1159.268066,1985.546021,2148.709473,1128.426392,1981.675537,2169.324951,1191.132446,1969.285645,2184.385498,1207.065430,1895.882202,2102.340576,1206.917358,2003.764648,2061.182373,1159.501343,1985.531616,2150.797607,1133.806152,1980.777466,-4686.693359,1030.674438,-2073.494629,-4302.679199,1031.040161,-2419.638916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1319,10.991667,-0.118762,-0.267278,0.107427,-0.950220,2133.150391,1178.599365,1967.485107,2168.889648,1191.543701,1969.576172,2184.424805,1206.920166,1896.158936,2102.451172,1207.365112,2003.762207,2061.527100,1159.179565,1985.744385,2148.530273,1128.234741,1982.004517,2169.423340,1190.894897,1970.113770,2184.163818,1206.620850,1896.217773,2102.111572,1206.874390,2003.967773,2061.130615,1159.616211,1985.716431,2150.554199,1132.546387,1980.611328,-4686.839355,1030.512085,-2073.451172,-4302.472168,1030.550293,-2419.619873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1320,11.000000,-0.119102,-0.267635,0.110076,-0.949773,2133.027832,1178.832397,1968.228394,2168.837646,1191.591064,1970.259155,2184.344482,1206.843018,1896.810059,2102.532959,1207.779541,2004.533569,2061.331055,1159.797974,1986.604492,2148.165771,1128.396606,1982.755005,2169.040039,1191.000610,1970.932373,2184.035400,1206.427002,1896.861084,2102.152344,1207.389893,2004.896362,2061.237549,1160.302612,1986.583740,2150.522949,1133.120850,1980.835327,-4687.331055,1030.295776,-2073.541748,-4302.901855,1030.119995,-2419.787598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1321,11.008333,-0.121283,-0.267358,0.110056,-0.949578,2132.817139,1179.003174,1968.839111,2168.640625,1191.708862,1970.955078,2184.233154,1207.245483,1897.583862,2102.324951,1207.837402,2005.236328,2061.080322,1159.981689,1987.071533,2147.879395,1128.488892,1983.170532,2168.239502,1191.263184,1971.235107,2184.230957,1207.015137,1897.752197,2102.137451,1207.275146,2005.426880,2061.031982,1160.456421,1987.186035,2150.534912,1133.879150,1981.086548,-4687.658691,1030.327881,-2073.786865,-4303.431641,1030.316895,-2419.998047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322,11.016667,-0.121852,-0.267301,0.110008,-0.949527,2132.756836,1178.004028,1968.672485,2168.583252,1190.698730,1970.810303,2184.195312,1206.312744,1897.459717,2102.263672,1206.805298,2005.094971,2061.011475,1158.979614,1986.868164,2147.803955,1127.470337,1982.951416,2168.612305,1189.945435,1970.802124,2184.177979,1206.064331,1897.589844,2102.026367,1206.259766,2005.028687,2060.743896,1159.194214,1987.021484,2150.576904,1133.284424,1981.027954,-4687.611328,1030.519775,-2073.856689,-4303.487305,1030.709717,-2420.049561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1323,11.025000,-0.118650,-0.267536,0.109597,-0.949913,2132.735352,1176.771118,1968.034546,2168.529541,1189.572632,1970.066772,2184.039062,1204.794434,1896.612061,2102.196777,1205.706665,2004.312256,2061.055420,1157.665771,1986.403320,2147.927490,1126.362427,1982.598511,2168.821045,1189.053467,1969.938477,2184.017334,1204.539917,1896.779785,2101.812744,1204.943237,2004.443115,2060.662598,1158.002197,1986.513306,2150.404053,1132.521729,1980.976074,-4687.021973,1030.724976,-2073.615234,-4303.075684,1031.044312,-2419.798096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1324,11.033333,-0.117900,-0.267092,0.110024,-0.950082,2132.646973,1175.999878,1967.738037,2168.446045,1188.787842,1969.771362,2184.012207,1203.870605,1896.299805,2102.097900,1205.014771,2003.943481,2060.946045,1156.961548,1986.093018,2147.805420,1125.610107,1982.402466,2169.427002,1188.028442,1969.949463,2183.772461,1203.579468,1896.384521,2101.632812,1204.185547,2004.099854,2060.438477,1157.363647,1986.018311,2149.801514,1130.569946,1981.210083,-4686.636719,1030.651367,-2073.494385,-4302.672363,1030.989014,-2419.635742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1325,11.041667,-0.115274,-0.266231,0.110265,-0.950618,2132.447754,1175.914429,1968.375000,2168.233154,1188.744141,1970.384766,2183.880859,1203.441040,1896.852539,2101.827148,1205.099365,2004.382812,2060.739258,1156.914062,1986.741089,2147.630371,1125.618164,1983.332397,2169.340576,1187.887817,1970.970215,2183.454102,1203.143311,1896.844238,2101.439209,1204.212280,2004.502075,2060.368652,1157.411377,1986.457397,2149.019531,1129.341309,1982.675781,-4686.895996,1030.441895,-2073.482910,-4302.430664,1030.471436,-2419.662598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1326,11.050000,-0.119155,-0.266602,0.111606,-0.949879,2132.343506,1176.155029,1969.042236,2168.189941,1188.802612,1971.120361,2183.866943,1203.934204,1897.682495,2101.879639,1205.233398,2005.268555,2060.556396,1157.364868,1987.317261,2147.297852,1125.685913,1983.642822,2168.792725,1187.967407,1971.673340,2183.584473,1203.758179,1897.622192,2101.209717,1204.660400,2005.512207,2060.378906,1157.903198,1987.200928,2149.105469,1128.444702,1982.640015,-4687.389160,1030.289673,-2073.596436,-4303.104980,1030.076294,-2419.810791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1327,11.058333,-0.119557,-0.266174,0.110560,-0.950070,2132.094238,1176.085815,1969.433228,2167.916260,1188.792236,1971.571167,2183.659424,1204.037476,1898.171021,2101.535156,1205.069214,2005.655518,2060.316650,1157.151123,1987.595947,2147.116699,1125.625122,1983.993042,2167.893799,1188.399292,1971.487305,2183.591553,1203.872559,1898.277954,2101.052979,1204.363037,2005.831055,2060.049805,1157.706909,1987.562988,2148.976318,1127.396484,1983.448242,-4687.868652,1030.274536,-2073.866943,-4303.556641,1030.336792,-2420.041748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1328,11.066667,-0.116024,-0.265197,0.108566,-0.951011,2131.965576,1175.094604,1969.030273,2167.710938,1188.015991,1971.163696,2183.520020,1202.902710,1897.704102,2101.168945,1204.124878,2005.012695,2060.258545,1155.865723,1987.161865,2147.242188,1124.809204,1983.928223,2167.620605,1187.589722,1970.998901,2183.495605,1202.770874,1897.800659,2100.881104,1203.505737,2005.204956,2059.838379,1156.510742,1987.106812,2148.806152,1126.042847,1983.782959,-4687.489746,1030.656372,-2073.773193,-4303.423340,1030.825562,-2419.959717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1329,11.075000,-0.112782,-0.264960,0.107186,-0.951624,2132.035645,1173.830566,1968.594604,2167.722656,1186.921753,1970.668823,2183.495605,1201.464600,1897.132690,2101.096436,1202.926147,2004.401489,2060.406982,1154.386719,1986.806885,2147.528320,1123.697754,1983.781128,2168.751221,1185.203613,1970.231934,2183.307861,1201.511353,1897.142822,2100.709229,1202.400879,2004.644165,2059.632812,1154.994995,1986.506592,2148.389648,1124.685913,1984.049683,-4686.997070,1030.695435,-2073.583008,-4302.909180,1031.139038,-2419.720459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1330,11.083333,-0.123111,-0.266353,0.111212,-0.949490,2131.654785,1172.963257,1967.916870,2167.517334,1185.539917,1970.137451,2183.309082,1201.217407,1896.838745,2101.189453,1201.805664,2004.330200,2059.816895,1154.140503,1985.956543,2146.514893,1122.359619,1982.143799,2168.274414,1184.913452,1970.366821,2183.184570,1200.946045,1896.982422,2100.435547,1201.727051,2004.330933,2059.459229,1154.401367,1986.197144,2147.594238,1123.406250,1981.120728,-4686.677734,1030.623169,-2073.483643,-4302.635254,1030.912354,-2419.645508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1331,11.091667,-0.124105,-0.265875,0.113156,-0.949265,2131.423828,1172.883667,1968.470215,2167.340088,1185.301025,1970.719849,2183.239258,1200.967651,1897.442139,2101.065918,1201.830444,2004.890381,2059.494141,1154.361694,1986.456909,2146.054199,1122.203979,1982.664307,2167.892578,1185.202515,1971.390503,2182.950195,1200.525879,1897.635376,2100.274658,1201.852905,2004.950317,2059.370605,1154.765137,1986.677612,2147.325928,1122.909058,1981.550903,-4686.911133,1030.478271,-2073.438232,-4302.582031,1030.264893,-2419.708008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1332,11.100000,-0.126983,-0.266208,0.115488,-0.948510,2131.380127,1172.874878,1969.274048,2167.373291,1185.064941,1971.544434,2183.297119,1200.963989,1898.322144,2101.232422,1201.840698,2005.853394,2059.356934,1154.707520,1987.247559,2145.717041,1122.044556,1983.226562,2167.991699,1184.843140,1972.381470,2182.907959,1200.599854,1898.509033,2100.174316,1202.286255,2005.939209,2059.403320,1155.079468,1987.426758,2147.281982,1122.136963,1981.868042,-4687.590820,1030.225830,-2073.662354,-4303.274902,1030.108154,-2419.887207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1333,11.108333,-0.121234,-0.264245,0.112230,-0.950201,2131.180908,1172.871704,1969.866089,2167.051514,1185.412720,1972.160278,2183.135498,1200.721313,1898.847046,2100.618408,1201.926025,2006.028442,2059.252197,1154.227173,1987.727905,2145.922363,1122.317261,1984.388184,2167.985107,1184.022583,1972.561646,2182.853027,1200.528687,1898.979248,2100.009033,1201.622925,2006.094482,2059.044434,1154.445801,1987.757202,2148.569092,1128.180786,1983.125488,-4687.791016,1030.322021,-2073.877930,-4303.642578,1030.404785,-2420.044434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1334,11.116667,-0.115255,-0.263474,0.107794,-0.951671,2130.750000,1171.912842,1969.461548,2166.466309,1184.895508,1971.704590,2182.518555,1199.692017,1898.279419,2099.775635,1200.949707,2005.286011,2059.008545,1152.596069,1987.362793,2146.053467,1121.675781,1984.494507,2165.779785,1184.431763,1971.357056,2182.759521,1199.330566,1898.488037,2099.738037,1200.158325,2005.647705,2058.926514,1152.950073,1987.385254,2148.517334,1127.510254,1983.107910,-4687.361816,1030.693359,-2073.765625,-4303.314453,1030.876343,-2419.982422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1335,11.125000,-0.120063,-0.265629,0.107362,-0.950526,2130.514404,1170.749512,1968.699951,2166.257568,1183.657349,1970.946167,2182.070312,1199.172119,1897.617432,2099.710693,1199.467529,2004.926392,2058.808594,1151.356445,1986.661377,2145.797119,1120.341064,1983.169800,2165.614258,1183.663330,1970.615601,2182.473389,1198.519409,1898.005859,2099.417725,1198.978638,2005.257568,2058.685059,1151.781738,1986.881714,2147.062744,1121.449829,1982.075684,-4686.675293,1030.809326,-2073.471924,-4302.692383,1031.139771,-2419.648682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
