timestamp,qx,qy,qz,qw,x,y,z
0.016666666666666666,nan,nan,nan,nan,nan,nan,nan
1.0166666666666666,nan,nan,nan,nan,nan,nan,nan
2.0166666666666666,nan,nan,nan,nan,nan,nan,nan
3.0166666666666666,nan,nan,nan,nan,nan,nan,nan
4.016666666666667,-0.01420651205419304,-0.7228769665981957,0.344760310044745,0.5986546540326039,-0.01069533220225163,0.006494744712666094,-0.0005377191298537068
5.016666666666667,-0.010946948874806978,-0.6989869308708335,0.32928612040549315,0.6347189028935598,-0.008110919234613092,0.007149678172864334,0.0025679224836991023
6.016666666666667,nan,nan,nan,nan,nan,nan,nan
7.016666666666667,-0.012712440857219733,-0.5409133270773727,0.24629030971226085,0.8041096006014214,-0.020496184872269865,6.3815079265093e-05,-0.007633776710557596
8.016666666666667,-0.01892002955058054,-0.6138383140742869,0.2433452375943004,0.7507513916047147,-0.01722470057830175,0.003988040703055849,-0.0031704167621420124
9.016666666666667,-0.0071718477925717455,-0.8161107850423366,0.2828337190019453,0.5039016159255196,-0.017331380884620468,0.010388210508101148,0.00011469253854391784
10.016666666666667,0.0213702133103984,0.8269445679643417,-0.3433980385313956,-0.44472888666031873,-0.013327498115278625,0.012976517462038732,0.0010819116114621186
11.016666666666667,nan,nan,nan,nan,nan,nan,nan
12.016666666666667,nan,nan,nan,nan,nan,nan,nan
13.016666666666667,nan,nan,nan,nan,nan,nan,nan
